Media Outlet,Ad Instance Date Time (EST),Ad Length,Net Cleared,P25-54 Imps +3 (Actual),CPM,Ad,Program,Program Genre,Feed,Market,Attributes,Ad Instance ID
CNN,7/18/2021 23:42,:30,1530,152,10.06578947,Open Sesame 30,History of the Sitcom,Documentary,Live,National,,33518151
OWN: OPRAH WINFREY NETWORK,7/18/2021 23:51,:30,144.5,13.5,10.7037037,How Does Your Credit Grow 30,20/20 on OWN,crime / investigative journalism / newsmagazine,Dual,National,LOC,33518161
DISCOVERY CHANNEL,7/20/2021 0:38,:30,85,23.2,3.663793103,How Does Your Credit Grow 30 V2,Street Outlaws: Memphis,auto racing / entertainment / reality / season copy / spin-off,Dual,National,LOC,33539691
MTV:  MUSIC TELEVISION,7/20/2021 0:46,:30,106.25,11.8,9.004237288,How Does Your Credit Grow 30 V2,Adorableness,Comedy / entertainment / other / Variety,Dual,National,LOC,33539695
ARTS & ENTERTAINMENT,7/20/2021 0:48,:30,0,9.3,0,How Does Your Credit Grow 30 V2,Hoarders,docudrama / Documentary / drama / psychology / reality,Dual,National,LOC,33539707
DISCOVERY CHANNEL,7/20/2021 1:51,:30,85,17.2,4.941860465,Open Sesame 30 V2,Getaway Driver,auto racing / other / reality / reality competition / sports stuff,Dual,National,LOC,33539692
TURNER NETWORK TELEVISION,7/20/2021 2:16,:30,2337.5,78,29.96794872,How Does Your Credit Grow 30 V2,Contagion,action/adventure / drama / modernized copy / mystery & suspense / suspense/thriller,Dual,National,,33539682
WEATHER CHANNEL,7/20/2021 2:22,:30,0,16,0,How Does Your Credit Grow 30 V2,So You Think You'd Survive?,Documentary / nature / Weather,Live,National,,33539701
ADULT SWIM,7/20/2021 2:58,:30,170,25.6,6.640625,Open Sesame 30 V2,Adult Swim,Animation,Live,National,LOC,33539694
FOX NEWS CHANNEL,7/19/2021 6:17,:30,403.75,22.4,18.02455357,How Does Your Credit Grow 30 V2,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33529292
WEATHER CHANNEL,7/19/2021 7:17,:30,63.75,11.2,5.691964286,How Does Your Credit Grow 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33529296
WEATHER CHANNEL,7/19/2021 12:17,:30,42.5,4.8,8.854166667,Open Sesame 30 V2,The Weather Channel LIVE,other / Weather,Live,National,LOC,33529298
WE TV,7/19/2021 16:39,:30,157.25,38.8,4.052835052,How Does Your Credit Grow 30 V2,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33529290
ANIMAL PLANET,7/19/2021 16:40,:30,127.5,15.6,8.173076923,How Does Your Credit Grow 30 V2,Serengeti,animals / Documentary / educational / environment / nature / wildlife,Dual,National,LOC,33529285
ANIMAL PLANET,7/19/2021 17:29,:30,127.5,8.1,15.74074074,Open Sesame 30 V2,Serengeti,animals / Documentary / educational / environment / nature / wildlife,Dual,National,LOC,33529288
ANIMAL PLANET,7/19/2021 17:53,:30,127.5,10.8,11.80555556,How Does Your Credit Grow 30 V2,Serengeti,animals / Documentary / educational / environment / nature / wildlife,Dual,National,LOC,33529286
ANIMAL PLANET,7/19/2021 18:27,:30,127.5,14.4,8.854166667,Open Sesame 30 V2,Serengeti,animals / Documentary / educational / environment / nature / wildlife,Dual,National,LOC,33529289
TBS SUPERSTATION,7/19/2021 18:42,:15,3400,273,12.45421245,How Does Your Credit Grow 15 V2,Family Guy,animated comedy / cartoon / christmas / cult classic / Sitcom,Dual,National,,33529279
NBA TV,7/19/2021 19:04,:30,307.7,11,27.97272727,How Does Your Credit Grow 30 V2,NBA Finals Media Availability,,Live,National,,33529299
ANIMAL PLANET,7/19/2021 19:28,:30,127.5,14.4,8.854166667,How Does Your Credit Grow 30 V2,Serengeti,animals / Documentary / educational / environment / nature / wildlife,Dual,National,LOC,33529287
NBA TV,7/19/2021 19:44,:30,307.7,14,21.97857143,Open Sesame 30 V2,NBA Finals Media Availability,,Live,National,,33529300
DISCOVERY CHANNEL,7/19/2021 20:25,:30,255,75.8,3.364116095,How Does Your Credit Grow 30 V2,Street Outlaws: Memphis,auto racing / entertainment / reality / season copy / spin-off,Dual,National,LOC,33529280
INDEPENDENT FILM CHANNEL,7/19/2021 20:27,:30,144.5,39,3.705128205,How Does Your Credit Grow 30 V2,Two and a Half Men,Comedy / dating / divorce / family / satire / season copy / Sitcom / troubled relationships,Dual,National,LOC,33529293
ARTS & ENTERTAINMENT,7/19/2021 20:45,:30,365.5,20.55,17.78588808,How Does Your Credit Grow 30 V2,Hoarders,docudrama / Documentary / drama / psychology / reality,Dual,National,LOC,33529284
INDEPENDENT FILM CHANNEL,7/19/2021 21:27,:30,144.5,32,4.515625,Open Sesame 30 V2,Two and a Half Men,Comedy / dating / divorce / family / satire / season copy / Sitcom / troubled relationships,Dual,National,LOC,33529295
DISCOVERY CHANNEL,7/19/2021 21:46,:30,255,54.6,4.67032967,Open Sesame 30 V2,Getaway Driver,auto racing / other / reality / reality competition / sports stuff,Dual,National,LOC,33529281
FX MOVIE CHANNEL,7/19/2021 22:33,:30,433.5,47,9.223404255,How Does Your Credit Grow 30 V2,The Predator,action/adventure / Horror / sci-fi / sequel,Dual,National,,33529291
WEATHER CHANNEL,7/19/2021 23:20,:30,72.25,13.6,5.3125,How Does Your Credit Grow 30 V2,Storm Stories: The Next Chapter,Documentary / talk / Weather,Live,National,LOC,33529297
ADULT SWIM,7/19/2021 23:29,:30,340,51,6.666666667,How Does Your Credit Grow 30 V2,Adult Swim,Animation,Live,National,LOC,33529282
INDEPENDENT FILM CHANNEL,7/19/2021 23:57,:30,144.5,28.5,5.070175439,How Does Your Credit Grow 30 V2,Two and a Half Men,Comedy / dating / divorce / family / satire / season copy / Sitcom / troubled relationships,Dual,National,LOC,33529294
DISCOVERY CHANNEL,7/21/2021 0:27,:30,85,14.4,5.902777778,How Does Your Credit Grow 30 V2,Deadliest Catch,environment / fishing / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,33551529
ARTS & ENTERTAINMENT,7/21/2021 0:50,:30,0,5.25,0,Open Sesame 30 V2,America's Top Dog,animals / dog show / pets / reality,Dual,National,LOC,33551544
COMEDY CENTRAL,7/21/2021 1:45,:30,1445,107,13.5046729,How Does Your Credit Grow 30 V2,South Park,animated comedy / cartoon / Comedy / satire,Live,National,,33551532
WEATHER CHANNEL,7/21/2021 1:53,:30,0,53,0,Open Sesame 30 V2,Deep Water Salvage,action/adventure / Documentary / suspense/thriller,Live,National,,33551545
ADULT SWIM,7/21/2021 1:58,:30,170,29.4,5.782312925,Open Sesame 30 V2,Adult Swim,Animation,Live,National,LOC,33551530
MTV:  MUSIC TELEVISION,7/21/2021 2:17,:30,106.25,9.2,11.54891304,How Does Your Credit Grow 30 V2,Ridiculousness,Comedy / compilation / entertainment / internet / reality,Dual,National,LOC,33551531
FOX NEWS CHANNEL,7/20/2021 7:23,:30,403.75,36.8,10.97146739,Open Sesame 30 V2,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33539699
WEATHER CHANNEL,7/20/2021 7:45,:30,63.75,9.6,6.640625,How Does Your Credit Grow 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33539700
WEATHER CHANNEL,7/20/2021 11:46,:30,42.5,3.6,11.80555556,Open Sesame 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33539703
ESPN,7/20/2021 14:53,:30,255,22.4,11.38392857,Open Sesame 30 V2,Highly Questionable,interview / sports stuff / talk,Live,National,LOC,33539704
WE TV,7/20/2021 15:16,:30,157.25,21.6,7.280092593,Open Sesame 30 V2,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33539697
TBS SUPERSTATION,7/20/2021 18:12,:15,3400,232,14.65517241,Open Sesame 15 V2,Family Guy,animated comedy / cartoon / cult classic / Sitcom,Dual,National,,33539681
ASPIRE,7/20/2021 18:47,:30,42.5,3.1628,13.43746048,Open Sesame 30 V2,In the House,Comedy / Sitcom,Live,National,,33540641
ASPIRE,7/20/2021 20:19,:30,42.5,3.1628,13.43746048,How Does Your Credit Grow 30 V2,Side by Side W/Malika and Khadijah,reality / talk / Variety,Live,National,,33540642
WEATHER CHANNEL,7/20/2021 20:21,:30,72.25,4.8,15.05208333,Open Sesame 30 V2,Heavy Rescue: 401,alternative / auto info / Documentary / drama / entertainment / environment / outdoors / reality / rescue,Live,National,LOC,33539702
DISCOVERY CHANNEL,7/20/2021 20:38,:30,255,95.4,2.672955975,How Does Your Credit Grow 30 V2,Deadliest Catch,environment / fishing / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,33539688
ARTS & ENTERTAINMENT,7/20/2021 20:47,:30,365.5,15.45,23.65695793,Open Sesame 30 V2,America's Top Dog,animals / dog show / pets / reality,Dual,National,LOC,33539696
ESPN,7/20/2021 21:27,:30,765,11.8,64.83050847,How Does Your Credit Grow 30 V2,The Basketball Tournament,basketball / college / pro,Live,National,LOC,33539705
OWN: OPRAH WINFREY NETWORK,7/20/2021 21:30,:30,216.75,26.7,8.117977528,How Does Your Credit Grow 30 V2,David Makes Man,drama / family issues / season copy / social issues,Dual,National,LOC,33539683
OWN: OPRAH WINFREY NETWORK,7/20/2021 21:54,:30,216.75,26.7,8.117977528,Open Sesame 30 V2,David Makes Man,drama / family issues / season copy / social issues,Dual,National,LOC,33539686
ADULT SWIM,7/20/2021 21:58,:30,340,32,10.625,How Does Your Credit Grow 30 V2,Adult Swim,Animation,Live,National,LOC,33539693
ESPN,7/20/2021 22:02,:30,765,8,95.625,Open Sesame 30 V2,The Basketball Tournament,basketball / college / pro,Live,National,LOC,33539706
DISCOVERY CHANNEL,7/20/2021 22:41,:30,255,23.8,10.71428571,Open Sesame 30 V2,Deadliest Catch: Bloodline,action/adventure / environment / fishing / nature / outdoors / reality / Weather,Dual,National,LOC,33539690
OWN: OPRAH WINFREY NETWORK,7/20/2021 22:48,:30,216.75,34.8,6.228448276,How Does Your Credit Grow 30 V2,Oprah and Jennifer Hudson,celebrities / interview / other / talk,Dual,National,LOC,33539684
OWN: OPRAH WINFREY NETWORK,7/20/2021 23:06,:30,216.75,24.6,8.81097561,Open Sesame 30 V2,The Haves and the Have Nots,adaptation / drama / family issues / season copy / wealth,Dual,National,LOC,33539687
DISCOVERY CHANNEL,7/20/2021 23:28,:30,255,20.2,12.62376238,How Does Your Credit Grow 30 V2,Deadliest Catch: Bloodline,action/adventure / environment / fishing / nature / outdoors / reality / Weather,Dual,National,LOC,33539689
OWN: OPRAH WINFREY NETWORK,7/20/2021 23:35,:30,216.75,18.6,11.65322581,How Does Your Credit Grow 30 V2,The Haves and the Have Nots,adaptation / drama / family issues / season copy / wealth,Dual,National,LOC,33539685
WE TV,7/20/2021 23:42,:30,212.5,44.4,4.786036036,How Does Your Credit Grow 30 V2,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33539698
ASPIRE,7/22/2021 0:33,:30,42.5,3.1628,13.43746048,How Does Your Credit Grow 30 V2,If You Really Love Me,Comedy / drama,Live,National,,33558164
WE TV,7/22/2021 0:46,:30,212.5,37.2,5.712365591,Open Sesame 30 V2,NCIS,action/adventure / Comedy / crime drama / drama / military / mystery & suspense / police / season copy / spin-off / suspense/thriller,Dual,National,LOC,33558153
WEATHER CHANNEL,7/22/2021 1:22,:30,0,21,0,How Does Your Credit Grow 30 V2,Why Planes Crash,aviation / Documentary,Live,National,,33558163
ADULT SWIM,7/22/2021 1:29,:30,170,34.2,4.970760234,How Does Your Credit Grow 30 V2,Adult Swim,Animation,Live,National,LOC,33558150
FOX NEWS CHANNEL,7/21/2021 6:13,:30,403.75,23.4,17.2542735,How Does Your Credit Grow 30 V2,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33551535
ESPN,7/21/2021 7:28,:30,255,17,15,How Does Your Credit Grow 30 V2,SportsCenter,newscast / sports stuff,Live,National,LOC,33551539
ESPN,7/21/2021 7:54,:30,255,20.2,12.62376238,Open Sesame 30 V2,SportsCenter,newscast / sports stuff,Live,National,LOC,33551540
WEATHER CHANNEL,7/21/2021 9:47,:30,63.75,8.8,7.244318182,How Does Your Credit Grow 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33551536
WE TV,7/21/2021 11:46,:30,136,8.4,16.19047619,Open Sesame 30 V2,NCIS,action/adventure / Comedy / crime drama / Documentary / drama / military / mystery & suspense / police / season copy / spin-off / suspense/thriller,Dual,National,LOC,33551533
WEATHER CHANNEL,7/21/2021 12:47,:30,42.5,9.2,4.619565217,Open Sesame 30 V2,The Weather Channel LIVE,other / Weather,Live,National,LOC,33551538
BLACK ENTERTAINMENT TELEVISION,7/21/2021 19:44,:30,1020,118,8.644067797,How Does Your Credit Grow 30 V2,White Chicks,Comedy / crime / modernized copy,Dual,National,,33551526
TURNER NETWORK TELEVISION,7/21/2021 19:49,:15,3825,318,12.02830189,How Does Your Credit Grow 15 V2,The Accountant,Comedy / crime / crime drama / drama / mystery & suspense / suspense/thriller,Dual,National,,33551542
AMERICAN MOVIE CLASSICS,7/21/2021 19:51,:30,153,14.2,10.77464789,How Does Your Credit Grow 30 V2,Knight and Day,action/adventure / Comedy / espionage,Dual,National,LOC,33551527
ASPIRE,7/21/2021 20:12,:30,42.5,3.1628,13.43746048,Open Sesame 30 V2,Side by Side W/Malika and Khadijah,reality / talk / Variety,Live,National,,33551546
ESPN,7/21/2021 21:09,:30,765,32.6,23.46625767,How Does Your Credit Grow 30 V2,MLB Baseball,baseball / pro / regular season,Live,National,LOC,33551541
AMERICAN MOVIE CLASSICS,7/21/2021 23:22,:30,153,14.8,10.33783784,Open Sesame 30 V2,Fury,action/adventure / drama / war,Dual,National,LOC,33551528
WEATHER CHANNEL,7/21/2021 23:22,:30,72.25,6.4,11.2890625,How Does Your Credit Grow 30 V2,Mud Mountain Haulers,Documentary / environment / outdoors,Live,National,LOC,33551537
WE TV,7/21/2021 23:46,:30,212.5,41.2,5.15776699,How Does Your Credit Grow 30 V2,NCIS,action/adventure / Comedy / crime drama / drama / military / mystery & suspense / police / season copy / spin-off / suspense/thriller,Dual,National,LOC,33551534
TURNER NETWORK TELEVISION,7/21/2021 23:49,:15,3825,104,36.77884615,Open Sesame 15 V2,Taken 3,action/adventure / sequel / suspense/thriller,Dual,National,,33551543
NBA TV,7/23/2021 2:12,:30,170,12,14.16666667,How Does Your Credit Grow 30 V2,NBA Finals Media Availability,,Live,National,,33569998
ADULT SWIM,7/23/2021 2:28,:30,170,39.8,4.271356784,Open Sesame 30 V2,Adult Swim,Animation,Live,National,LOC,33569964
MTV:  MUSIC TELEVISION,7/23/2021 2:45,:30,106.25,9.6,11.06770833,Open Sesame 30 V2,Ridiculousness,Comedy / compilation / entertainment / internet / reality,Dual,National,LOC,33569967
ARTS & ENTERTAINMENT,7/23/2021 2:48,:30,0,13.65,0,How Does Your Credit Grow 30 V2,The First 48: Rookie Year,crime / Documentary / police,Dual,National,LOC,33570005
FOX NEWS CHANNEL,7/22/2021 6:50,:30,403.75,34,11.875,Open Sesame 30 V2,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33558154
ESPN,7/22/2021 7:55,:30,255,11.4,22.36842105,Open Sesame 30 V2,SportsCenter,newscast / sports stuff,Live,National,LOC,33558157
WEATHER CHANNEL,7/22/2021 8:45,:30,63.75,12.4,5.141129032,How Does Your Credit Grow 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33558155
ESPN,7/22/2021 12:46,:15,127.5,17.6,7.244318182,How Does Your Credit Grow 15,SportsCenter,newscast / sports stuff,Live,National,LOC,33558161
ESPN,7/22/2021 17:26,:30,255,22.6,11.28318584,How Does Your Credit Grow 30 V2,Around the Horn,debate / sports stuff / talk,Live,National,LOC,33558156
ASPIRE,7/22/2021 18:48,:30,42.5,3.1628,13.43746048,Open Sesame 30 V2,In the House,Comedy / Sitcom,Live,National,,33558427
ESPN,7/22/2021 18:58,:30,765,22,34.77272727,Open Sesame 30 V2,SportsCenter,newscast / sports stuff,Live,National,LOC,33558159
ESPN,7/22/2021 19:28,:30,765,22.4,34.15178571,How Does Your Credit Grow 30 V2,SportsCenter,newscast / sports stuff,Live,National,LOC,33558158
ASPIRE,7/22/2021 20:55,:30,42.5,3.1628,13.43746048,How Does Your Credit Grow 30 V2,Side by Side With Malika & Khadijah,family / fashion / reality / talk / Variety,Live,National,,33558428
TURNER NETWORK TELEVISION,7/22/2021 21:08,:15,3825,266,14.37969925,How Does Your Credit Grow 15 V2,Taken 3,action/adventure / sequel / suspense/thriller,Dual,National,,33558160
ESPN,7/22/2021 22:29,:15,382.5,15.2,25.16447368,Open Sesame 15,MLS Soccer,pro / soccer,Live,National,LOC,33558162
ARTS & ENTERTAINMENT,7/22/2021 22:46,:30,365.5,42.15,8.671411625,How Does Your Credit Grow 30 V2,The First 48: Rookie Year,crime / Documentary / police,Dual,National,LOC,33558152
NATIONAL GEOGRAPHIC CHANNEL,7/22/2021 23:44,:30,106.25,30.5,3.483606557,How Does Your Credit Grow 30 V2,When Sharks Attack,animals / Documentary / environment / nature / wildlife,Dual,National,LOC,33558151
TURNER NETWORK TELEVISION,7/22/2021 23:52,:30,7650,178,42.97752809,Open Sesame 30 V2,Need for Speed,action/adventure / adaptation / auto racing / crime / suspense/thriller,Dual,National,,33558149
NBA TV,7/24/2021 0:48,:30,170,13,13.07692308,How Does Your Credit Grow 30 V2,NBA Finals Media Availability,,Live,National,,33569999
COMEDY CENTRAL,7/24/2021 0:54,:30,1445,96,15.05208333,Open Sesame 30 V2,Chappelle's Show,Comedy / Variety,Live,National,,33569969
COMEDY CENTRAL,7/24/2021 1:36,:30,1445,61,23.68852459,How Does Your Credit Grow 30 V2,Chappelle's Show,Comedy / Variety,Live,National,,33569968
TURNER NETWORK TELEVISION,7/24/2021 2:34,:30,2337.5,77,30.35714286,Open Sesame 30 V2,Arrow,action/adventure / adaptation / crime / crime drama / fantasy / season finale,Dual,National,,33569950
ARTS & ENTERTAINMENT,7/24/2021 3:17,:30,0,21.6,0,Open Sesame 30 V2,The First 48,crime / Documentary / police,Dual,National,LOC,33570007
WEATHER CHANNEL,7/24/2021 3:52,:30,0,10,0,Open Sesame 30 V2,Weather Gone Viral,Documentary / internet / reality / Weather,Live,National,,33570011
ESPN,7/23/2021 14:57,:15,127.5,12,10.625,How Does Your Credit Grow 15,Highly Questionable,interview / sports stuff / talk,Live,National,LOC,33570008
TBS SUPERSTATION,7/23/2021 18:14,:30,6800,149,45.63758389,How Does Your Credit Grow 30 V2,Family Guy,animated comedy / cartoon / cult classic / season copy / Sitcom,Dual,National,,33570000
ESPN,7/23/2021 18:39,:15,382.5,22.2,17.22972973,Open Sesame 15,SportsCenter,newscast / sports stuff,Live,National,LOC,33570009
ASPIRE,7/23/2021 18:44,:30,42.5,3.1628,13.43746048,Open Sesame 30 V2,In the House,Comedy / Sitcom,Live,National,,33570022
TBS SUPERSTATION,7/23/2021 18:50,:30,6800,147,46.2585034,Open Sesame 30 V2,Family Guy,animated comedy / cartoon / cult classic / Sitcom,Dual,National,,33570001
FX NETWORK,7/23/2021 19:05,:30,127.5,24.8,5.141129032,How Does Your Credit Grow 30 V2,The Secret Life of Pets,animated / children / Comedy / other / pets / preteen / teens,Dual,National,LOC,33569952
